Unique ID	Material	Sub-material	Embodied Carbon per kg (kg CO2e per kg)
455773f1-d526-4b02-992b-e6e0f9652b49	Concrete	"Concrete, 32/40"	259.2981
9e70bd0b-122a-465b-836f-bc8351d6bf1c	Concrete	"Concrete, 35/45"	274.7589
1a534518-9268-4af3-ba07-03236ac47ba7	Concrete	"Concrete, 40/50"	293.4569
47ae3a22-cf9f-4625-8e40-06d18b567297	Concrete	"Concrete, PAV 1"	234.0637
f6cf5dc0-4bcc-4681-be41-75255e172d64	Concrete	"Concrete, PAV 2"	259.8548
6046818d-f56d-476d-abe6-b852f509e508	Concrete	"Concrete, GEN 0"	130.2744
a3291faf-bf2a-48f5-9613-6c71be608c6e	Concrete	"Concrete, GEN 1"	243.3169
8207d167-0d67-497a-bd0a-6ee66a959482	Concrete	"Concrete, GEN 2"	191.6202
55a81ca7-d0d9-49a6-b947-c6db3f990a5f	Concrete	"Concrete, GEN 3"	205.203
6bd8fc0c-9733-4dcd-91e0-ce5eb528ecf3	Concrete	"Concrete, 20/25"	225.5686
cc08491b-5c0b-4f14-bd28-4b653508322c	Concrete	"Concrete, 25/30"	239.7398
aab6d50d-71aa-440e-bc25-6263dcdd2d1c	Concrete	"Concrete, 28/35"	257.0848
27bd48ca-ac17-4281-8fe1-5da86f4e8fec	Concrete	"Concrete, 32/40"	288.2423
ecd9fa63-8081-40ed-911a-1b15043831b2	Concrete	"Concrete, 35/45"	309.8375
c6efb373-5fbf-4cb2-a327-c6c54844a4c9	Concrete	"Concrete, 40/50"	331.3249
0a20af51-ba0e-405c-a8f0-f178a5cc49cf	Concrete	"Concrete, PAV 1"	257.5958
c49ab074-5cca-4f2c-aacd-158b4b7cbcb0	Concrete	"Concrete, PAV 2"	288.3197
b9657f6b-f3e4-4cda-b6fc-fa0bf890dd75	Concrete	"Concrete, GEN 0"	95.9233
c4b56a54-c9c2-463c-8689-c5f3d4e6aa70	Concrete	"Concrete, GEN 1"	216.635
0028a50d-9c22-44c1-8f3d-bdbbe317ac1d	Concrete	"Concrete, GEN 2"	137.1309
ad457719-83aa-4f7d-9679-ba017648a622	Concrete	"Concrete, GEN 3"	146.2536
53c7cc2c-1f9a-491c-be9d-10fb5e3daee6	Concrete	"Concrete, 20/25"	162.1622
cdce592e-e917-45ca-9c17-d181628f36ab	Concrete	"Concrete, 25/30"	172.006
a663fdfc-88da-43d8-8ccf-ce132c44e5ba	Concrete	"Concrete, 28/35"	186.2267
279dd3b7-a443-404e-9309-6fc5ca27d7f4	Concrete	"Concrete, 32/40"	212.2368
97756df7-6bbb-492f-add2-0434f91099bf	Concrete	"Concrete, 35/45"	227.5855
2a5b6ee9-a9bb-4eb4-91f3-7bbc9bb91e31	Concrete	"Concrete, 40/50"	242.6995
6b27b0e1-4a16-4040-b8c6-5f7ad2da09ee	Concrete	"Concrete, PAV 1"	186.9286
aaa8e9fc-5732-48dc-b757-bd3303fb7392	Concrete	"Concrete, PAV 2"	212.3379
be47c42d-9e0c-4844-9660-c628a0efd57b	Concrete	"Concrete, GEN 0"	80.2515
da45f3a3-b499-443a-b634-693a9c1b5313	Concrete	"Concrete, GEN 1"	103.2008
2e68b7a7-4e1e-41c9-8b89-f3a3a58d8e80	Concrete	"Concrete, GEN 2"	109.9184
39ddcf19-55dd-4502-a4ad-da3e7770fa73	Concrete	"Concrete, GEN 3"	116.8326
9bb4112f-72ec-4837-bd30-ebb1bade9827	Concrete	"Concrete, 20/25"	125.987
9628c01a-8076-4471-8ade-f8b508e7af6a	Concrete	"Concrete, 25/30"	132.8074
98e3a082-2ea4-4c0c-a510-1e7f75fa352e	Concrete	"Concrete, 28/35"	139.6555
f0d4bbac-a2e2-4138-af35-cbd3ae4ae54b	Concrete	"Concrete, 32/40"	151.5613
ffd3cb1a-c594-40c2-8264-a08097147e15	Concrete	"Concrete, 35/45"	161.7652
2f422083-21ff-40b0-9015-7eca0f631328	Concrete	"Concrete, 40/50"	171.8195
0a3149bd-a742-44f0-9eb9-2826bcafb896	Concrete	"Concrete, PAV 1"	139.6555
c879e065-4dad-418f-ba29-a46c9e329cb1	Concrete	"Concrete, PAV 2"	151.5691
79097d74-c103-44fc-9c0d-8fae9c9f6190	Concrete	"Concrete, GEN 0"	145.5997
df9de071-e94b-4f0a-aeba-8cb30e35fda4	Concrete	"Concrete, GEN 1"	365.5115
d76dff34-1b8d-47d9-b28f-7503ea74782e	Concrete	"Concrete, GEN 2"	214.46
2f7020c3-bc73-4ed9-ac39-dba4401c8171	Concrete	"Concrete, GEN 3"	229.9914
ed8855af-f803-4ec9-8b10-79f6e86a0944	Concrete	"Concrete, 20/25"	249.6673
84123788-92f1-4b7d-8eb2-a253649702cf	Concrete	"Concrete, 25/30"	265.9867
78a72548-8c10-4f7f-a45b-f707db4e5b1c	Concrete	"Concrete, 28/35"	281.7237
4d75613b-223d-412e-a856-65e9e42c7125	Concrete	"Concrete, 32/40"	309.2022
02c04bd2-ec19-41b4-ba25-8dc9d2c88317	Concrete	"Concrete, 35/45"	336.6745
f95899c4-7100-4911-9a01-be134fbd14b9	Concrete	"Concrete, 40/50"	366.8878
3e44d908-d9e4-41bb-b7ac-af90361513c8	Concrete	"Concrete, PAV 1"	280.5358
8e540616-05d9-43cb-9170-565efec32bda	Concrete	"Concrete, PAV 2"	310.2906
80537596-7cbd-418f-9bc3-f9a93bad5d0a	Concrete	"Concrete, GEN 0"	131.8983
62b90c3d-a3da-4c99-b7a6-77a5025ce46d	Concrete	"Concrete, GEN 1"	179.3392
18f420d6-3539-48d7-8a24-3faf8de5602e	Concrete	"Concrete, GEN 2"	192.9505
a7166850-bd10-4930-a8bc-239257d83a74	Concrete	"Concrete, GEN 3"	206.5833
40a5bc71-4b3a-4164-a453-abd774e30bbd	Concrete	"Concrete, 20/25"	223.9475
6989a5fc-e7af-41f5-9901-2a4104b9b54a	Concrete	"Concrete, 25/30"	237.5951
524848c1-4b2a-4fa3-8eb7-66b6f9ca3e81	Concrete	"Concrete, 28/35"	252.0015
a8fbd12d-de5b-46df-a109-558358a5c4fe	Concrete	"Concrete, 32/40"	278.6132
e852a69e-6702-4e7a-b81a-e2ab8e8872c4	Concrete	"Concrete, 35/45"	295.3847
ea0bd194-7de9-4b33-82c0-47bd6b4856f2	Concrete	"Concrete, 40/50"	315.6693
4638d551-75be-436e-aebe-82368a67b7d8	Concrete	"Concrete, PAV 1"	251.2518
1516db56-0862-4553-aa97-94d4655fb656	Concrete	"Concrete, PAV 2"	279.2158
3adac904-8931-4cbe-815a-152c427743da	Concrete	"Concrete, GEN 0"	154.7038
5bd940fa-e317-4297-8e34-e8c7d0e44c13	Concrete	"Concrete, GEN 1"	212.5427
9b0e5e7a-c8b5-4756-9e1b-a37b4fe42a5b	Concrete	"Concrete, GEN 2"	229.1556
de20db9c-730a-4b92-ad08-0fb476f5b0d5	Concrete	"Concrete, GEN 3"	245.8723
146cd451-43cf-45d1-818b-8bf1cf9dd41a	Concrete	"Concrete, 20/25"	267.1744
0c8cd7f1-01a1-43f4-a6ee-1533859297db	Concrete	"Concrete, 25/30"	283.8562
598d7cf0-7eb3-418b-9cbb-ae6d9e0e0492	Concrete	"Concrete, 28/35"	300.5609
8c86cd4d-2a12-4d75-a3aa-7e3069d9b0d3	Concrete	"Concrete, 32/40"	329.7128
4fab0a24-4d11-4b62-b542-b57e1a69dba1	Concrete	"Concrete, 35/45"	354.6489
9b997728-8005-4a1f-a738-03663749a7f6	Concrete	"Concrete, 40/50"	379.5128
32417be6-49ab-46ac-bfd1-86a159ef6095	Concrete	"Concrete, PAV 1"	300.5543
0aba7254-f32b-430b-ab51-8f48005535df	Concrete	"Concrete, PAV 2"	329.7225
733bccba-2d55-478b-b43f-e7c5e088bfc3	Concrete	"Concrete, by cementitious content"	123.8614
0fa119c1-76aa-4f74-99f7-01eba7c3c3cd	Concrete	"Concrete, by cementitious content"	142.2966
934a719b-6bb5-42c9-9ea3-a1e7eb6ad16e	Concrete	"Concrete, by cementitious content"	160.7318
1f14662a-37c8-42d4-9a4d-bd169c913b73	Concrete	"Concrete, by cementitious content"	179.1671
b342eab4-5bce-46e3-ba61-ef7520f16b2c	Concrete	"Concrete, by cementitious content"	197.6023
0ad4ab98-be39-407c-963f-671aee6a56f5	Concrete	"Concrete, by cementitious content"	216.0375
d16e0024-72cc-4b13-9e18-6c8491196eb6	Concrete	"Concrete, by cementitious content"	234.4727
bb153132-1d99-4be2-bb41-da18d6c1978e	Concrete	"Concrete, by cementitious content"	252.9079
7c2726b4-fc0c-4eb2-8a47-fa6282944400	Concrete	"Concrete, by cementitious content"	271.5023
b7e9dd67-7ab5-40b5-a7fc-1f6b0e4eda81	Concrete	"Concrete, by cementitious content"	290.1211
78ba7f65-6eb6-4b40-8774-b9ac09de581c	Concrete	"Concrete, by cementitious content"	308.7644
a8186762-7f32-42b7-9128-3bb5e18b507a	Concrete	"Concrete, by cementitious content"	327.4321
63f8c247-bab3-4610-be5a-1242bc101510	Concrete	"Concrete, by cementitious content"	346.1243
67f890e9-b86e-411d-a6f3-b08d46fcc1a3	Concrete	"Concrete, by cementitious content"	364.6208
290988a4-f335-4fa6-924d-1d1984f50a9d	Concrete	"Concrete, by cementitious content"	383.1172
eaeff917-93a4-4b54-a886-1cae91105722	Concrete	"Concrete, by cementitious content"	401.6136
8337ed24-39c3-480d-bd00-fa00709a100f	Concrete	"Concrete, by cementitious content"	420.11
5afdfed0-a010-4e3f-8505-8976a57a2abe	Concrete	"Concrete, by cementitious content"	438.6064
b0c3519e-b432-44a7-a5c9-d3f8ee811ee5	Concrete	"Concrete, by cementitious content"	457.1028
5550899d-a363-4b32-afdf-6d9c06e8afe6	Concrete	"Concrete, by cementitious content"	475.5993
f50d875b-fdcc-4da2-b21d-7baaf1b3cbb2	Concrete	"Concrete, by cementitious content"	494.0957
6c760664-6bd7-4ea4-9606-d3b0564bcf61	Concrete	"Concrete, by cementitious content"	96.349
592f75e4-f6eb-441e-acbc-f5ac623cc671	Concrete	"Concrete, by cementitious content"	109.2817
77524270-dfe0-4bd0-8a54-fce203fd8c77	Concrete	"Concrete, by cementitious content"	122.2145
cfd72f99-dbad-4a0c-bec9-224e2e6409c8	Concrete	"Concrete, by cementitious content"	135.1472
33e328c6-19f7-4e99-a87b-8ead6121994c	Concrete	"Concrete, by cementitious content"	148.08
5a1506fb-898d-4ebd-801f-2925b3e52c6b	Concrete	"Concrete, by cementitious content"	161.0127
ec92b17e-1631-4c22-b179-d1ebcd3aec71	Concrete	"Concrete, by cementitious content"	173.9454
d8959537-552c-4d59-a4ec-2681a9768186	Concrete	"Concrete, by cementitious content"	186.8782
98ce94b9-efc4-4453-9702-43f8fe01e6e2	Concrete	"Concrete, by cementitious content"	199.97
43d4a8ca-3c79-4144-ab64-854574ecf3bd	Concrete	"Concrete, by cementitious content"	213.0864
bc1769cf-57a9-43c6-839a-c11f7c898b43	Concrete	"Concrete, by cementitious content"	226.2272
9cf47a1e-9ffd-487c-a718-7dc2b1a15809	Concrete	"Concrete, by cementitious content"	239.3924
c25f87b8-121b-4203-bf0a-e8bec4d868da	Concrete	"Concrete, by cementitious content"	252.5822
da1929d2-b7e0-4cde-8bf6-422faf025aff	Concrete	"Concrete, by cementitious content"	265.5761
b48680a2-3216-42c0-8c04-b70629254ace	Concrete	"Concrete, by cementitious content"	278.5701
64802f88-1fd9-4ee5-b44f-280e232994a2	Concrete	"Concrete, by cementitious content"	291.564
353435ff-b088-400c-8949-4e598bc56377	Concrete	"Concrete, by cementitious content"	304.5579
90a6bbae-3a0f-4ba9-88dc-8c100b656bac	Concrete	"Concrete, by cementitious content"	317.5519
cc9fb2c2-77c0-41f2-a355-badc9199c6e3	Concrete	"Concrete, by cementitious content"	330.5458
3c58e56a-9699-4fc4-a2b6-ae133d96843e	Concrete	"Concrete, by cementitious content"	343.5397
77b0c7b7-c3be-4a92-85ea-bd42cab6aec7	Concrete	"Concrete, by cementitious content"	356.5337
4e6ac948-2080-49c4-ad8f-0812a0fc32eb	Concrete	"Concrete, by cementitious content"	87.1782
edd87c63-9511-4d0b-ad7d-035980ba271f	Concrete	"Concrete, by cementitious content"	98.2768
de5dce91-5d6e-42ef-b265-69fa2c9472b8	Concrete	"Concrete, by cementitious content"	109.3753
73f42c65-208a-4cb7-b8a1-2ed5e249e2eb	Concrete	"Concrete, by cementitious content"	120.4739
48ce5fcf-7b54-4cb8-9fea-709d12d197dd	Concrete	"Concrete, by cementitious content"	131.5725
3061a6ba-385c-4c0e-b9ba-c47cbe1345eb	Concrete	"Concrete, by cementitious content"	142.6711
0a62ff7d-e138-4395-9504-cb61ce849db7	Concrete	"Concrete, by cementitious content"	153.7697
3ecb644b-2943-4ae0-adeb-8d41ad964fe5	Concrete	"Concrete, by cementitious content"	164.8683
c2edbcaa-9243-4501-8233-c62e5ef2ba39	Concrete	"Concrete, by cementitious content"	176.126
dbf44d30-0a0e-4bd0-909e-6abf0a7e204d	Concrete	"Concrete, by cementitious content"	187.4081
d9575462-187a-4e8c-9d7f-893ca781d4fb	Concrete	"Concrete, by cementitious content"	198.7148
b5b9b5e3-3fb3-4a1d-91ec-1c6e152ae253	Concrete	"Concrete, by cementitious content"	210.0459
9ba74295-121b-4a3f-97d1-9aef61aa1e1a	Concrete	"Concrete, by cementitious content"	221.4015
d6989d34-60bf-4fef-965a-7b425d806e28	Concrete	"Concrete, by cementitious content"	232.5612
a5f32ac3-5cd9-4923-8e93-2e95a64db99e	Concrete	"Concrete, by cementitious content"	243.721
341e799d-8360-40dd-a681-035f4dc16610	Concrete	"Concrete, by cementitious content"	254.8808
f27ec34d-156f-4a0d-91c8-1fead8b910fe	Concrete	"Concrete, by cementitious content"	266.0406
d4443a4c-7cbb-4994-8074-3430e9d3d267	Concrete	"Concrete, by cementitious content"	277.2003
4872dde3-501d-46d2-9918-b3ad0f4ad25f	Concrete	"Concrete, by cementitious content"	288.3601
3e6881ef-b8b7-4bef-8de8-dc2e9f60a304	Concrete	"Concrete, by cementitious content"	299.5199
64bbe3f0-f78c-4af1-b09b-0c2441f9a704	Concrete	"Concrete, by cementitious content"	310.6797
76e2f26c-506b-4adc-99e0-c265872f1a1e	Concrete	"Concrete, by cementitious content"	79.9062
a0ba85ab-8525-4426-91b8-4cc081363f48	Concrete	"Concrete, by cementitious content"	89.5504
42c0a65a-ae6f-4eb7-869f-c0a861d917df	Concrete	"Concrete, by cementitious content"	99.1945
f427587f-b8da-45d1-a395-7f4e4e3ba739	Concrete	"Concrete, by cementitious content"	108.8387
